scene,filename,center_x,center_y,radius,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,mean_score
7164043618378006530-Scene-001-01,patch_0_deg_3.png,0,0,19,0,0,19,19
7164043618378006530-Scene-001-01,patch_1_deg_3.png,17,0,19,0,0,36,19
7164043618378006530-Scene-001-01,patch_2_deg_3.png,34,0,19,15,0,53,19
7164043618378006530-Scene-001-01,patch_3_deg_3.png,51,0,19,32,0,70,19
7164043618378006530-Scene-001-01,patch_4_deg_3.png,68,0,19,49,0,87,19
7164043618378006530-Scene-001-01,patch_5_deg_3.png,85,0,19,66,0,104,19
7164043618378006530-Scene-001-01,patch_6_deg_3.png,102,0,19,83,0,121,19
7164043618378006530-Scene-001-01,patch_7_deg_3.png,119,0,19,100,0,138,19
7164043618378006530-Scene-001-01,patch_8_deg_3.png,136,0,19,117,0,155,19
7164043618378006530-Scene-001-01,patch_9_deg_3.png,153,0,19,134,0,172,19
7164043618378006530-Scene-001-01,patch_10_deg_3.png,170,0,19,151,0,189,19
7164043618378006530-Scene-001-01,patch_11_deg_3.png,187,0,19,168,0,206,19
7164043618378006530-Scene-001-01,patch_12_deg_3.png,204,0,19,185,0,223,19
7164043618378006530-Scene-001-01,patch_13_deg_3.png,221,0,19,202,0,240,19
7164043618378006530-Scene-001-01,patch_14_deg_3.png,238,0,19,219,0,257,19
7164043618378006530-Scene-001-01,patch_15_deg_3.png,255,0,19,236,0,274,19
7164043618378006530-Scene-001-01,patch_16_deg_3.png,272,0,19,253,0,291,19
7164043618378006530-Scene-001-01,patch_17_deg_3.png,289,0,19,270,0,308,19
7164043618378006530-Scene-001-01,patch_18_deg_3.png,306,0,19,287,0,325,19
7164043618378006530-Scene-001-01,patch_19_deg_3.png,323,0,19,304,0,342,19
7164043618378006530-Scene-001-01,patch_20_deg_3.png,340,0,19,321,0,359,19
7164043618378006530-Scene-001-01,patch_21_deg_3.png,357,0,19,338,0,376,19
7164043618378006530-Scene-001-01,patch_22_deg_3.png,374,0,19,355,0,393,19
7164043618378006530-Scene-001-01,patch_23_deg_3.png,391,0,19,372,0,410,19
7164043618378006530-Scene-001-01,patch_24_deg_3.png,408,0,19,389,0,427,19
7164043618378006530-Scene-001-01,patch_25_deg_3.png,425,0,19,406,0,444,19
7164043618378006530-Scene-001-01,patch_26_deg_3.png,442,0,19,423,0,461,19
7164043618378006530-Scene-001-01,patch_27_deg_3.png,459,0,19,440,0,478,19
